# M_red = 0.333
# r   H0R/R  dR/R  d2R/R tot.
1.902630e+01   -6.230749e-05 2.404461e-04   -1.370444e-03 2.936939e-04   1.011459e-04 4.099630e-06 -1.331606e-03 4.914818e-05
1.982423e+01   9.204704e-04 1.043508e-03   -1.124060e-03 2.438861e-05   3.163067e-04 7.819837e-06 1.127175e-04 1.026939e-03
2.063977e+01   3.523395e-04 6.332544e-04   -1.157184e-03 1.683458e-04   3.777871e-04 3.812647e-05 -4.270572e-04 8.397268e-04
2.147091e+01   8.601464e-04 5.365279e-04   -1.092493e-03 3.253913e-04   4.523460e-04 7.536828e-05 2.199990e-04 9.372875e-04
2.231591e+01   3.070260e-03 1.022332e-03   -1.149361e-03 3.558148e-04   1.015252e-03 1.643120e-04 2.936151e-03 1.542459e-03
2.317326e+01   1.972908e-03 8.031824e-04   -1.021484e-03 4.047895e-04   9.832669e-04 9.692126e-06 1.934691e-03 1.198280e-03
2.404163e+01   6.968477e-04 5.189247e-04   -7.214941e-04 6.180680e-04   6.625185e-04 4.994218e-04 6.378720e-04 4.002785e-04
2.491987e+01   3.473762e-04 2.052654e-03   -2.299012e-04 7.004381e-04   3.433741e-04 7.653959e-04 4.608490e-04 2.117612e-03
2.580698e+01   1.907954e-03 2.942716e-05   3.042977e-05 8.041203e-04   2.950043e-04 8.443815e-04 2.233388e-03 1.083413e-05
2.670206e+01   1.259561e-03 2.818248e-04   2.395968e-05 7.033032e-04   2.583490e-04 7.047888e-04 1.541869e-03 2.803392e-04
1.743560e+01   1.753784e-03 6.785940e-04   -9.502993e-04 6.716836e-04   -8.954190e-05 8.809923e-05 7.139424e-04 1.438377e-03
1.813836e+01   5.584551e-04 6.711279e-04   -8.332177e-04 9.940238e-04   -7.622447e-05 1.110477e-05 -3.509871e-04 1.676256e-03
1.886796e+01   -5.464891e-05 2.414006e-04   -9.892137e-04 8.272630e-04   1.244029e-04 5.497386e-05 -9.194597e-04 1.123637e-03
1.962142e+01   2.498739e-04 1.482204e-03   -9.846620e-04 6.443134e-04   3.246839e-04 1.610902e-04 -4.101042e-04 9.989811e-04
2.039608e+01   1.420466e-04 7.054632e-05   -7.264259e-04 5.259721e-04   4.258766e-04 2.886949e-05 -1.585028e-04 5.676490e-04
2.118962e+01   1.633302e-03 3.098360e-05   -5.256701e-04 3.045994e-04   5.744238e-04 1.133792e-04 1.682055e-03 2.222039e-04
2.200000e+01   1.819908e-03 7.491900e-04   -5.304170e-04 1.072003e-04   5.365835e-04 6.411378e-05 1.826074e-03 7.922765e-04
2.282542e+01   1.005941e-03 2.885165e-04   -6.550517e-04 1.724014e-05   7.426413e-04 1.298594e-04 1.093531e-03 4.356160e-04
2.366432e+01   4.319085e-05 1.205863e-04   -6.374752e-04 2.799734e-05   8.708662e-04 1.429455e-05 2.765819e-04 1.342891e-04
2.451530e+01   -1.545423e-03 7.357688e-04   -2.354440e-04 9.148143e-05   5.754703e-04 3.258646e-04 -1.205396e-03 9.701520e-04
2.537716e+01   6.317127e-04 2.234298e-03   2.779962e-04 1.133169e-04   3.697696e-04 7.253136e-04 1.279478e-03 2.846295e-03
2.624881e+01   1.481494e-03 3.042685e-03   6.707919e-04 1.207216e-04   1.629488e-04 1.127728e-03 2.315235e-03 4.049691e-03
2.712932e+01   1.291991e-03 2.963599e-03   7.808723e-04 7.578604e-05   1.221339e-05 1.232179e-03 2.085077e-03 4.119992e-03
1.881489e+01   1.357723e-03 3.213681e-04   -4.334139e-04 1.260628e-03   1.067822e-04 1.019373e-04 1.031092e-03 1.480059e-03
1.951922e+01   1.974457e-03 1.261447e-03   -5.004690e-04 1.092097e-03   5.831262e-04 7.278598e-05 2.057114e-03 2.280758e-03
2.024846e+01   1.316655e-03 4.523948e-04   -4.404776e-04 1.105834e-03   7.307988e-04 3.321889e-04 1.606977e-03 3.212498e-04
2.100000e+01   1.653496e-03 9.498170e-05   -2.599060e-04 9.598633e-04   9.217730e-04 4.851537e-05 2.315363e-03 8.163662e-04
2.177154e+01   2.217045e-03 4.682288e-04   -1.346150e-05 4.825091e-04   8.789771e-04 1.478322e-04 3.082561e-03 1.098570e-03
2.256103e+01   7.788699e-04 1.514616e-03   1.758226e-05 2.599177e-04   5.649242e-04 1.153252e-04 1.361376e-03 1.889859e-03
2.336664e+01   1.050882e-03 6.828191e-04   7.666233e-05 1.050074e-04   5.782701e-04 7.340609e-05 1.705815e-03 6.512178e-04
2.418677e+01   2.286731e-03 2.582305e-04   1.335287e-04 2.199670e-04   8.817179e-04 2.420512e-05 3.301978e-03 6.246863e-05
2.501999e+01   3.394474e-04 3.473896e-04   2.875064e-04 2.596193e-04   7.235957e-04 2.712944e-04 1.350550e-03 1.835241e-04
2.586503e+01   1.207244e-03 1.393485e-03   8.644013e-04 1.534553e-04   3.415668e-04 8.108507e-04 2.413212e-03 2.357791e-03
2.672078e+01   9.143827e-04 2.788765e-03   1.240932e-03 2.263254e-04   6.500704e-05 1.231969e-03 2.220322e-03 4.247060e-03
2.758623e+01   2.415820e-03 3.279850e-03   1.288017e-03 3.132528e-04   5.733692e-05 1.342485e-03 3.761174e-03 4.935588e-03
2.019901e+01   2.866454e-03 1.247068e-03   -1.681674e-04 1.349529e-03   8.483730e-04 1.594774e-04 3.546660e-03 2.437120e-03
2.090454e+01   1.376025e-03 1.779862e-03   1.593269e-04 1.561503e-03   8.491374e-04 2.256454e-04 2.384489e-03 3.115721e-03
2.163331e+01   2.105386e-03 1.994186e-03   3.932557e-04 1.267426e-03   1.067961e-03 9.352603e-05 3.566603e-03 3.355139e-03
2.238303e+01   3.007216e-03 9.452499e-04   7.323624e-04 7.918494e-04   1.003188e-03 1.416531e-04 4.742767e-03 1.878752e-03
2.315167e+01   2.117722e-03 2.569180e-04   8.078403e-04 3.879941e-04   6.726396e-04 8.826917e-06 3.598202e-03 1.222492e-04
2.393742e+01   1.079940e-03 2.226409e-03   7.994687e-04 6.045028e-06   4.597401e-04 1.357934e-04 2.339149e-03 2.368248e-03
2.473863e+01   1.595850e-03 1.354449e-03   7.674479e-04 2.835987e-04   6.228863e-04 1.265586e-05 2.986185e-03 1.083506e-03
2.555386e+01   5.155748e-04 7.982614e-04   6.650808e-04 5.835970e-04   6.336235e-04 3.333088e-04 1.814279e-03 1.715167e-03
2.638181e+01   1.869538e-04 2.761837e-03   1.004855e-03 3.613058e-04   1.869001e-04 7.506460e-04 1.378709e-03 3.873788e-03
2.722132e+01   3.391300e-05 2.620172e-03   1.319225e-03 3.351857e-04   -1.815413e-04 8.886175e-04 1.171596e-03 3.843975e-03
2.807134e+01   1.340008e-03 2.344902e-03   1.514176e-03 2.139439e-04   -1.594899e-04 9.040138e-04 2.694694e-03 3.462860e-03
2.158703e+01   2.263859e-03 2.151488e-03   8.401311e-04 1.604532e-03   8.104432e-04 3.534160e-07 3.914434e-03 3.755667e-03
2.229350e+01   1.880129e-03 3.277082e-03   1.259350e-03 1.236092e-03   8.325505e-04 2.586292e-04 3.972030e-03 4.771804e-03
2.302173e+01   3.694122e-03 2.141203e-03   1.486449e-03 7.745470e-04   8.697560e-04 1.596103e-04 6.050328e-03 3.075361e-03
2.376973e+01   1.594304e-03 5.248711e-04   1.430291e-03 3.026441e-04   5.427697e-04 3.682850e-05 3.567364e-03 8.643437e-04
2.453569e+01   -6.473516e-04 1.266847e-03   1.219505e-03 1.920967e-04   2.044853e-04 9.433305e-05 7.766385e-04 1.364610e-03
2.531798e+01   8.329449e-04 9.068265e-04   1.193949e-03 2.142805e-04   4.098630e-04 3.581809e-05 2.436757e-03 6.567279e-04
2.611513e+01   1.163736e-05 6.139910e-04   9.666010e-04 7.088671e-04   4.733563e-04 1.468891e-04 1.451595e-03 1.469747e-03
2.692582e+01   2.120704e-04 2.728237e-04   1.013477e-03 5.914051e-04   1.157793e-04 1.944270e-04 1.341327e-03 1.058656e-03
2.774887e+01   -5.063699e-04 1.012431e-03   1.065273e-03 2.489525e-04   -3.162438e-04 3.536494e-04 2.426597e-04 1.615033e-03
2.858321e+01   -1.840791e-03 1.625771e-03   1.101912e-03 5.604718e-05   -5.456975e-04 5.496599e-04 -1.284576e-03 2.231478e-03
2.297825e+01   1.751215e-03 1.863113e-03   1.926016e-03 8.778838e-04   6.734854e-04 9.609277e-05 4.350716e-03 2.837090e-03
2.368544e+01   2.817556e-03 2.087481e-03   1.980590e-03 5.902362e-04   7.315857e-04 8.263884e-05 5.529732e-03 2.760356e-03
2.441311e+01   1.489684e-04 2.310804e-03   1.773232e-03 9.341222e-05   4.040084e-04 1.802468e-04 2.326209e-03 2.584463e-03
2.515949e+01   -1.134635e-04 8.597173e-05   1.465171e-03 3.498438e-04   2.585380e-04 1.684364e-04 1.610246e-03 2.673792e-04
2.592296e+01   1.557230e-03 4.677607e-04   1.364777e-03 1.333490e-04   3.418100e-04 1.462254e-04 3.263817e-03 4.806371e-04
2.670206e+01   2.716961e-04 1.139478e-04   1.213160e-03 6.132190e-04   2.472115e-04 1.898301e-04 1.732068e-03 3.094411e-04
2.749545e+01   7.765182e-04 8.234525e-04   1.093588e-03 6.175871e-04   2.825406e-05 2.121925e-04 1.898360e-03 4.180579e-04
2.830194e+01   3.371062e-04 4.627431e-04   7.697446e-04 2.579673e-04   -2.018218e-04 1.035285e-04 9.050290e-04 6.171819e-04
2.912044e+01   -3.607895e-04 1.860772e-03   6.829187e-04 3.646687e-05   -3.622861e-04 1.548916e-04 -4.015693e-05 1.979197e-03
2.437212e+01   8.751769e-04 3.024315e-03   1.841568e-03 3.049870e-04   6.880959e-04 2.294429e-04 3.404841e-03 3.558745e-03
2.507987e+01   -1.098640e-03 9.419973e-04   1.674640e-03 1.141843e-04   4.225150e-04 2.282074e-04 9.985151e-04 1.056020e-03
2.580698e+01   -1.073886e-04 8.545076e-04   1.373898e-03 4.858358e-04   2.503555e-04 1.054459e-04 1.516865e-03 1.234897e-03
2.655184e+01   5.819522e-04 2.628523e-03   1.372028e-03 9.822130e-05   8.749390e-05 3.593278e-04 2.041474e-03 3.086072e-03
2.731300e+01   7.729723e-04 2.150202e-03   1.437222e-03 1.602724e-04   5.535218e-06 3.314559e-04 2.215730e-03 2.321385e-03
2.808914e+01   3.602858e-04 1.273184e-03   1.355311e-03 2.679685e-04   -2.253759e-04 2.726822e-04 1.490221e-03 1.277897e-03
2.887906e+01   -1.514149e-05 5.088366e-04   1.078056e-03 1.169109e-04   -4.556086e-04 2.310558e-04 6.073061e-04 6.229815e-04
2.968164e+01   5.004038e-04 6.789762e-04   1.083841e-03 2.059342e-06   -5.714885e-04 1.316219e-04 1.012756e-03 8.085387e-04
2.576820e+01   -1.018814e-03 1.477690e-03   1.588232e-03 3.379106e-04   3.192117e-04 3.262329e-04 8.886300e-04 1.466012e-03
2.647640e+01   -5.422946e-04 2.146287e-04   1.234708e-03 4.984341e-04   1.641670e-04 7.590558e-05 8.565808e-04 6.371572e-04
2.720294e+01   8.399296e-05 6.686741e-04   1.236992e-03 1.654570e-04   -1.316283e-04 2.208171e-04 1.189356e-03 1.054948e-03
2.794638e+01   7.899231e-04 1.214551e-04   1.294480e-03 1.847414e-04   -1.911975e-04 1.070897e-07 1.893205e-03 3.060894e-04
2.870540e+01   1.552878e-03 1.283877e-03   1.280661e-03 2.311859e-04   -3.394918e-04 5.732381e-05 2.494047e-03 1.457739e-03
2.947881e+01   1.325365e-03 4.322926e-04   1.129064e-03 3.887008e-04   -5.274740e-04 1.953151e-04 1.926954e-03 6.256784e-04
3.026549e+01   2.528898e-03 1.097464e-03   1.185389e-03 4.192339e-04   -5.954252e-04 1.907594e-04 3.118861e-03 1.325939e-03
2.716616e+01   2.669903e-03 1.106444e-03   9.501886e-04 3.924331e-04   2.209524e-04 1.633163e-04 3.841044e-03 1.662194e-03
2.787472e+01   1.045326e-03 2.223662e-04   1.026837e-03 3.812989e-04   -3.591265e-04 6.476879e-05 1.713037e-03 6.684338e-04
2.860070e+01   -6.397813e-04 7.072447e-04   1.051394e-03 6.918868e-04   -6.527894e-04 1.936053e-04 -2.411771e-04 1.205526e-03
2.934280e+01   8.436729e-04 1.542693e-03   8.780406e-04 9.664367e-04   -5.154690e-04 3.106767e-04 1.206244e-03 2.198453e-03
3.009983e+01   -2.067193e-07 1.045879e-03   6.583173e-04 1.092836e-03   -5.816123e-04 5.388144e-04 7.649821e-05 1.599901e-03
3.087070e+01   9.257108e-04 2.924038e-03   6.713527e-04 1.021135e-03   -6.916456e-04 3.875103e-04 9.054178e-04 3.557663e-03
2.856571e+01   -6.469639e-04 9.400797e-04   1.254894e-03 8.047934e-04   -1.086373e-03 3.298922e-04 -4.784435e-04 4.651785e-04
2.927456e+01   -1.962135e-03 1.054956e-03   1.273345e-03 1.405017e-03   -1.362066e-03 7.703596e-04 -2.050856e-03 4.202988e-04
3.000000e+01   2.493568e-04 4.636967e-04   7.984613e-04 1.667918e-03   -9.001210e-04 8.386573e-04 1.476971e-04 3.655643e-04
3.074085e+01   -2.087901e-04 9.489436e-04   4.375219e-04 1.623524e-03   -6.724770e-04 7.337170e-04 -4.437452e-04 1.838750e-03
3.149603e+01   2.025595e-06 2.492482e-03   3.145540e-04 1.551484e-03   -6.696634e-04 5.513133e-04 -3.530839e-04 3.492652e-03
2.996665e+01   -7.051973e-04 2.250554e-03   1.202149e-03 2.101310e-03   -1.476438e-03 1.435598e-03 -9.794864e-04 1.584841e-03
3.067572e+01   3.808700e-04 1.380667e-03   6.868688e-04 2.229683e-03   -1.059249e-03 1.457575e-03 8.490162e-06 6.085580e-04
3.140064e+01   2.805801e-05 1.848745e-04   3.124522e-04 2.179946e-03   -6.952577e-04 1.178681e-03 -3.547475e-04 8.163904e-04
3.214032e+01   1.015280e-03 1.081497e-03   1.388135e-04 2.132931e-03   -5.170267e-04 9.695970e-04 6.370666e-04 2.244832e-03
3.136877e+01   -1.395651e-03 9.522556e-04   1.755501e-04 2.505569e-03   -9.269408e-04 1.509221e-03 -2.147042e-03 4.409293e-05
3.207803e+01   -1.174767e-03 7.211950e-04   -6.488653e-05 2.631097e-03   -5.471042e-04 1.293304e-03 -1.786758e-03 2.058988e-03
3.280244e+01   9.231168e-04 6.551852e-04   -1.442134e-04 2.732676e-03   -1.742438e-04 1.328045e-03 6.046596e-04 2.059817e-03
3.277194e+01   -1.204832e-03 2.850546e-03   -1.442271e-04 2.933107e-03   -2.700996e-04 1.029793e-03 -1.619159e-03 4.753861e-03
3.348134e+01   -3.599318e-04 3.581386e-03   -1.724937e-04 3.055923e-03   -3.796409e-05 9.899744e-04 -5.703896e-04 5.647334e-03
3.417601e+01   -3.565449e-03 4.426187e-03   -3.320197e-04 2.965368e-03   -4.994860e-05 8.550334e-04 -3.947418e-03 6.536521e-03
8.660254e+00   -4.434455e-03 2.892895e-03   -4.338241e-03 7.253548e-04   1.174643e-03 5.993415e-04 -7.598053e-03 2.766882e-03
9.273618e+00   -3.416078e-03 1.629141e-03   -3.796264e-03 8.778753e-04   8.376196e-04 5.580237e-04 -6.374722e-03 1.309290e-03
9.949874e+00   -3.668236e-03 1.912373e-03   -3.077084e-03 8.558361e-04   -4.320651e-05 1.661167e-04 -6.788527e-03 2.602093e-03
1.067708e+01   -6.666908e-03 3.119172e-03   -2.854019e-03 7.019393e-04   -8.034975e-04 1.786603e-04 -1.032442e-02 3.999771e-03
1.144552e+01   -4.691442e-03 2.447452e-03   -2.198146e-03 6.243715e-04   -1.145474e-03 1.741705e-04 -8.035061e-03 3.245994e-03
1.224745e+01   -1.363586e-03 1.979298e-03   -1.399084e-03 7.717684e-04   -9.717925e-04 3.963619e-05 -3.734463e-03 2.790703e-03
1.307670e+01   9.984517e-04 1.906126e-03   -1.335635e-03 1.270899e-04   -7.210915e-04 2.008124e-04 -1.058275e-03 2.234028e-03
1.392839e+01   5.202570e-05 8.731843e-04   -1.667043e-03 5.599591e-04   -6.724440e-04 3.638389e-04 -2.287462e-03 6.770641e-04
1.479865e+01   1.683314e-04 1.018897e-03   -1.845034e-03 7.123824e-04   -3.992335e-04 1.375994e-04 -2.075936e-03 1.593680e-03
1.568439e+01   -1.406778e-05 2.937742e-04   -1.956528e-03 4.060420e-04   -1.540811e-04 2.014973e-05 -2.124676e-03 6.796665e-04
1.658312e+01   9.921942e-04 1.385943e-03   -1.844600e-03 1.840277e-04   -6.829381e-05 2.677709e-04 -9.206997e-04 1.469686e-03
1.749286e+01   2.468554e-03 2.433540e-03   -1.533557e-03 9.817073e-06   2.612286e-04 3.847111e-04 1.196226e-03 2.808434e-03
1.841195e+01   5.922219e-03 1.331521e-03   -1.483924e-03 3.435173e-04   6.941533e-04 1.925500e-04 5.132448e-03 1.867589e-03
1.933908e+01   2.669297e-03 3.222383e-03   -1.719738e-03 1.244182e-03   4.633666e-04 1.600434e-04 1.412925e-03 4.626608e-03
2.027313e+01   4.594284e-04 8.625726e-05   -1.369088e-03 2.405452e-03   1.895751e-04 7.205625e-05 -7.200841e-04 2.419653e-03
2.121320e+01   -8.359650e-04 5.598061e-04   -9.133343e-04 3.553423e-03   2.469161e-04 2.648082e-04 -1.502383e-03 3.848421e-03
2.215852e+01   1.265083e-03 1.594989e-04   -7.613385e-04 4.109794e-03   6.308110e-04 7.349234e-04 1.134556e-03 3.534370e-03
2.310844e+01   -1.532887e-03 1.431424e-03   -7.670365e-05 4.039720e-03   2.575150e-04 1.044246e-03 -1.352076e-03 1.564050e-03
2.406242e+01   -2.951027e-03 1.891325e-03   2.744976e-04 4.159973e-03   -2.422544e-04 1.250049e-03 -2.918784e-03 1.018599e-03
2.501999e+01   -1.712922e-03 1.048939e-03   3.948288e-04 4.336165e-03   -3.979051e-04 1.286870e-03 -1.715998e-03 2.000356e-03
9.848858e+00   -3.852679e-03 8.584127e-04   -3.367370e-03 8.810894e-04   4.281192e-04 5.089361e-04 -6.791930e-03 4.862594e-04
1.048809e+01   -3.782489e-03 7.767369e-04   -2.858658e-03 7.532738e-04   -3.176273e-04 2.075796e-04 -6.958774e-03 1.322431e-03
1.118034e+01   -4.868504e-03 1.976261e-03   -2.668911e-03 5.399428e-04   -7.355738e-04 2.037499e-04 -8.272988e-03 2.719953e-03
1.191638e+01   -4.607398e-03 1.273303e-03   -2.026200e-03 3.602072e-04   -1.098788e-03 2.418242e-04 -7.732385e-03 1.875334e-03
1.268858e+01   -2.011041e-03 1.654423e-03   -1.235883e-03 4.193769e-04   -1.029680e-03 2.048203e-04 -4.276604e-03 2.278620e-03
1.349074e+01   -5.815931e-04 2.761391e-04   -9.317789e-04 1.873836e-04   -9.176597e-04 2.302361e-04 -2.431032e-03 3.189916e-04
1.431782e+01   -5.292144e-04 3.649864e-04   -1.069855e-03 6.704799e-04   -8.767823e-04 1.396990e-04 -2.475852e-03 8.957673e-04
1.516575e+01   -1.107757e-04 1.478933e-03   -1.117419e-03 5.682099e-04   -5.982969e-04 7.480679e-05 -1.826492e-03 2.121949e-03
1.603122e+01   1.320256e-03 2.645147e-04   -1.312213e-03 3.257286e-04   -2.052369e-04 4.087181e-05 -1.971933e-04 1.020857e-04
1.691153e+01   1.323873e-03 1.521877e-03   -1.531845e-03 1.196055e-04   -3.241559e-05 1.881074e-04 -2.403881e-04 1.590379e-03
1.780449e+01   2.178489e-03 1.234721e-03   -1.662187e-03 5.533336e-05   3.426571e-04 2.716641e-04 8.589597e-04 1.561718e-03
1.870829e+01   4.715220e-03 1.023452e-04   -1.958387e-03 1.673572e-04   9.323152e-04 2.152227e-04 3.689148e-03 2.802348e-04
1.962142e+01   2.589758e-03 1.042342e-03   -2.291128e-03 1.003248e-03   9.472001e-04 9.868651e-05 1.245831e-03 2.144276e-03
2.054264e+01   7.422199e-04 3.432394e-05   -2.055096e-03 2.020236e-03   8.020045e-04 7.302472e-05 -5.108715e-04 1.912887e-03
2.147091e+01   -3.709923e-04 3.434256e-04   -1.368064e-03 2.892324e-03   5.441914e-04 2.191040e-04 -1.194865e-03 2.329794e-03
2.240536e+01   5.473511e-04 2.053997e-03   -8.819680e-04 3.342978e-03   5.684350e-04 6.438723e-04 2.338181e-04 6.451086e-04
2.334524e+01   -1.011965e-03 1.755854e-03   -4.652177e-04 3.475908e-03   2.500329e-04 7.919065e-04 -1.227150e-03 9.281477e-04
2.428992e+01   -2.800932e-03 1.703219e-03   -2.138234e-04 3.595138e-03   -2.549844e-04 8.275732e-04 -3.269740e-03 1.064346e-03
2.523886e+01   -3.171439e-03 1.597456e-03   -7.122643e-05 3.781813e-03   -5.519318e-04 9.834060e-04 -3.794597e-03 1.200952e-03
1.109054e+01   -4.189883e-03 1.205490e-03   -2.508884e-03 5.469213e-04   -8.048214e-04 2.233405e-04 -7.503588e-03 8.819094e-04
1.174734e+01   -5.679134e-03 3.416502e-04   -2.229965e-03 2.524480e-04   -9.449292e-04 4.155162e-05 -8.854029e-03 6.356498e-04
1.244990e+01   -4.175203e-03 3.317496e-04   -1.693323e-03 2.389632e-04   -9.854132e-04 2.036857e-04 -6.853940e-03 2.964721e-04
1.319091e+01   -2.099269e-03 3.965574e-04   -1.066287e-03 1.498364e-04   -9.893294e-04 1.032339e-04 -4.154885e-03 3.499549e-04
1.396424e+01   -7.475648e-04 9.547343e-05   -7.828937e-04 4.074768e-04   -8.702770e-04 3.581699e-05 -2.400736e-03 4.671333e-04
1.476482e+01   -1.528824e-03 1.309934e-03   -7.581745e-04 6.844862e-04   -9.486840e-04 1.569824e-04 -3.235682e-03 2.151403e-03
1.558846e+01   -1.050131e-03 1.130146e-03   -8.589566e-04 4.749841e-04   -7.776140e-04 3.013728e-04 -2.686702e-03 1.906503e-03
1.643168e+01   -1.163687e-03 1.704794e-04   -9.736610e-04 2.949399e-04   -5.694760e-04 1.335008e-04 -2.706824e-03 2.579613e-04
1.729162e+01   -4.470012e-04 8.535543e-04   -1.158521e-03 1.329969e-04   -3.830008e-04 3.901378e-05 -1.988523e-03 7.595713e-04
1.816590e+01   1.336352e-03 4.268384e-04   -1.562904e-03 1.467769e-04   1.707526e-04 1.411678e-04 -5.579932e-05 4.212294e-04
1.905256e+01   1.193686e-03 1.003574e-03   -1.949121e-03 9.847716e-05   5.831145e-04 1.231324e-04 -1.723201e-04 1.225183e-03
1.994994e+01   4.771871e-04 2.345763e-04   -2.284424e-03 9.294624e-04   7.776551e-04 1.873159e-04 -1.029582e-03 9.767228e-04
2.085665e+01   8.186500e-04 4.031310e-04   -1.983390e-03 1.830750e-03   8.052895e-04 3.994790e-04 -3.594508e-04 1.834402e-03
2.177154e+01   3.237437e-05 5.600918e-04   -1.382401e-03 2.249447e-03   6.321520e-04 3.278812e-04 -7.178750e-04 1.361474e-03
2.269361e+01   4.493442e-04 1.059238e-03   -9.437649e-04 2.444426e-03   6.095800e-04 4.929486e-04 1.151593e-04 8.922397e-04
2.362202e+01   -1.912010e-04 7.916004e-04   -6.880849e-04 2.587354e-03   3.579877e-04 4.445071e-04 -5.212982e-04 1.351246e-03
2.455606e+01   -1.219755e-03 2.569316e-04   -9.318934e-04 2.864297e-03   4.034754e-05 3.211043e-04 -2.111301e-03 2.800125e-03
2.549510e+01   -1.985123e-03 1.285162e-03   -1.063963e-03 3.064417e-03   -1.831489e-04 3.353109e-04 -3.232235e-03 4.014268e-03
1.236932e+01   -3.952504e-03 5.334733e-04   -1.740114e-03 1.035267e-04   -8.850089e-04 6.875135e-05 -6.577627e-03 7.057514e-04
1.303840e+01   -2.868016e-03 2.829363e-04   -1.250348e-03 5.204156e-04   -8.600770e-04 2.719427e-05 -4.978441e-03 7.761575e-04
1.374773e+01   -2.916945e-03 1.017661e-04   -9.311785e-04 6.111188e-04   -9.080622e-04 5.066197e-05 -4.756186e-03 4.586907e-04
1.449138e+01   -1.436534e-03 4.077020e-04   -8.436149e-04 7.661094e-04   -7.065425e-04 4.292888e-05 -2.986691e-03 4.013363e-04
1.526434e+01   -2.167093e-03 1.238484e-04   -7.666118e-04 8.805854e-04   -8.591322e-04 1.501673e-04 -3.792837e-03 1.154601e-03
1.606238e+01   -2.865540e-04 1.128825e-04   -8.195021e-04 6.323841e-04   -6.758217e-04 2.477297e-04 -1.781878e-03 9.929963e-04
1.688194e+01   3.927306e-04 7.793944e-04   -8.997861e-04 5.906151e-04   -5.447094e-04 5.947093e-05 -1.051765e-03 1.429480e-03
1.772005e+01   6.091313e-04 3.812083e-04   -1.108353e-03 5.060465e-04   -3.756534e-04 7.475956e-05 -8.748749e-04 8.124953e-04
1.857418e+01   -3.418646e-04 1.432844e-04   -1.318684e-03 4.014293e-04   -1.301748e-04 6.858364e-05 -1.790724e-03 4.761300e-04
1.944222e+01   -3.327157e-04 1.293932e-03   -1.707895e-03 2.239228e-05   2.998364e-04 3.426901e-05 -1.740774e-03 1.350593e-03
2.032240e+01   -9.357626e-04 8.721379e-04   -2.044486e-03 9.924171e-04   5.475215e-04 3.931993e-04 -2.432727e-03 1.471356e-03
2.121320e+01   2.052723e-04 4.144368e-04   -1.858876e-03 1.667332e-03   7.094787e-04 5.763718e-04 -9.441255e-04 6.765230e-04
2.211334e+01   -7.685729e-04 5.523529e-04   -1.342823e-03 1.852753e-03   5.621520e-04 4.885193e-04 -1.549244e-03 8.118810e-04
2.302173e+01   5.288397e-04 8.441066e-04   -8.228918e-04 1.896815e-03   5.117592e-04 5.698325e-04 2.177071e-04 4.828757e-04
2.393742e+01   9.542184e-04 7.502938e-04   -7.280213e-04 1.787137e-03   4.219824e-04 2.201125e-04 6.481795e-04 2.317319e-03
2.485961e+01   1.520451e-04 4.327865e-04   -1.077218e-03 1.838752e-03   2.818580e-04 5.003475e-05 -6.433151e-04 2.221504e-03
2.578759e+01   -7.809095e-04 1.760145e-03   -1.507769e-03 1.848254e-03   1.589111e-04 1.148317e-04 -2.129767e-03 3.723230e-03
1.367479e+01   -4.734123e-04 6.920535e-04   -1.255071e-03 7.050901e-04   -3.845121e-04 6.834909e-05 -2.112995e-03 5.531247e-05
1.435270e+01   -9.093680e-04 6.494884e-04   -1.340669e-03 8.591504e-04   -2.381918e-04 1.102116e-04 -2.488229e-03 9.945036e-05
1.506652e+01   3.297444e-04 2.865499e-04   -1.244057e-03 8.755233e-04   -1.264070e-04 3.523359e-05 -1.040720e-03 1.197307e-03
1.581139e+01   -1.601019e-03 2.865866e-04   -1.086315e-03 9.626347e-04   -5.391416e-04 6.881120e-05 -3.226476e-03 7.448593e-04
1.658312e+01   -1.979736e-04 5.606712e-04   -1.120625e-03 7.371174e-04   -5.132117e-04 1.366293e-04 -1.831810e-03 3.130755e-04
1.737815e+01   1.785746e-03 4.054933e-04   -1.302191e-03 7.157219e-04   -2.296231e-04 1.944493e-04 2.539311e-04 1.157793e-04
1.819341e+01   2.614949e-03 7.397729e-04   -1.466804e-03 7.301064e-04   5.084479e-05 3.047584e-04 1.198990e-03 3.144249e-04
1.902630e+01   5.638537e-04 1.474217e-03   -1.316364e-03 5.280466e-04   9.187288e-05 3.679457e-05 -6.606371e-04 1.965469e-03
1.987461e+01   4.056110e-04 1.755271e-03   -1.559665e-03 9.347613e-05   4.732319e-04 2.480801e-04 -6.808217e-04 1.909875e-03
2.073644e+01   -1.404825e-03 7.228233e-04   -1.743063e-03 8.941054e-04   5.511447e-04 5.508483e-04 -2.596743e-03 3.795661e-04
2.161018e+01   -1.022818e-03 1.603391e-03   -1.701490e-03 1.384549e-03   6.792028e-04 7.566148e-04 -2.045105e-03 9.754573e-04
2.249444e+01   -1.082472e-04 1.090271e-03   -1.165892e-03 1.609471e-03   5.660428e-04 7.872126e-04 -7.080963e-04 2.680127e-04
2.338803e+01   4.312716e-04 1.031213e-03   -6.803735e-04 1.693309e-03   4.047315e-04 8.616765e-04 1.556297e-04 1.995803e-04
